description,color,category,tokens_clean
"Sweatshirt - baskılı Her gardıropta olması gereken bu sweatshirt, saten içeriğiyle günlük kullanım için uygun ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli",kırmızı,sweatshirt,"['sweatshirt', 'baskılı', 'gardıropta', 'olması', 'gereken', 'sweatshirt', 'saten', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli']"
"Çanta - omuz çantası örme kumaş tercih edilerek üretilen bu çanta, rahat kalıp ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, kolay ütülenir",siyah,çanta,"['çanta', 'omuz', 'çantası', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'çanta', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'kolay', 'ütülenir']"
"Elbise - dantel detaylı Her gardıropta olması gereken bu elbise, kot kumaş içeriğiyle esnek yapı, nefes alabilir kumaş, yumuşak doku ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, yumuşak doku, rahat kalıp",bej,elbise,"['elbise', 'dantel', 'detaylı', 'gardıropta', 'olması', 'gereken', 'elbise', 'kot', 'kumaş', 'içeriğiyle', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'rahat', 'kalıp']"
"Çanta - sırt çantası Her gardıropta olması gereken bu çanta, likralı kumaş içeriğiyle rahat kalıp, nefes alabilir kumaş, kolay ütülenir ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, kolay ütülenir, çift cepli",gri,çanta,"['çanta', 'sırt', 'çantası', 'gardıropta', 'olması', 'gereken', 'çanta', 'likralı', 'kumaş', 'içeriğiyle', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'çift', 'cepli']"
"Ceket - cepli örme kumaş tercih edilerek üretilen bu ceket, esnek yapı, yumuşak doku, rahat kalıp ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, yumuşak doku, rahat kalıp, çift cepli",beyaz,ceket,"['ceket', 'cepli', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'ceket', 'esnek', 'yapı', 'yumuşak', 'doku', 'rahat', 'kalıp', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'yumuşak', 'doku', 'rahat', 'kalıp', 'çift', 'cepli']"
"Pantolon - rahat kesim Her gardıropta olması gereken bu pantolon, polyester içeriğiyle çift cepli, esnek yapı, rahat kalıp ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, esnek yapı, rahat kalıp, yumuşak doku",siyah,pantolon,"['pantolon', 'rahat', 'kesim', 'gardıropta', 'olması', 'gereken', 'pantolon', 'polyester', 'içeriğiyle', 'çift', 'cepli', 'esnek', 'yapı', 'rahat', 'kalıp', 'yumuşak', 'doku', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'esnek', 'yapı', 'rahat', 'kalıp', 'yumuşak', 'doku']"
"Etek - kalem Yeni sezonun favori parçalarından biri olan bu etek, %100 pamuk kumaşı sayesinde nefes alabilir kumaş, rahat kalıp, şık tasarım ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, şık tasarım, düğmeli model",pembe,etek,"['etek', 'kalem', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'pamuk', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'şık', 'tasarım', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'şık', 'tasarım', 'düğmeli', 'model']"
"Sweatshirt - fermuarlı örme kumaş tercih edilerek üretilen bu sweatshirt, kolay ütülenir ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş",mavi,sweatshirt,"['sweatshirt', 'fermuarlı', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'kolay', 'ütülenir', 'nefes', 'alabilir', 'kumaş', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'nefes', 'alabilir', 'kumaş']"
"Etek - pileli Her gardıropta olması gereken bu etek, örme kumaş içeriğiyle çift cepli ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, esnek yapı",kırmızı,etek,"['etek', 'pileli', 'gardıropta', 'olması', 'gereken', 'etek', 'örme', 'kumaş', 'içeriğiyle', 'çift', 'cepli', 'esnek', 'yapı', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'esnek', 'yapı']"
"Elbise - askılı Her gardıropta olması gereken bu elbise, polyester içeriğiyle yumuşak doku, çift cepli, düğmeli model ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, çift cepli, düğmeli model, esnek yapı",siyah,elbise,"['elbise', 'askılı', 'gardıropta', 'olması', 'gereken', 'elbise', 'polyester', 'içeriğiyle', 'yumuşak', 'doku', 'çift', 'cepli', 'düğmeli', 'model', 'esnek', 'yapı', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'çift', 'cepli', 'düğmeli', 'model', 'esnek', 'yapı']"
"Gömlek - klasik yaka Yeni sezonun favori parçalarından biri olan bu gömlek, örme kumaş kumaşı sayesinde nefes alabilir kumaş, düğmeli model ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, şık tasarım",kırmızı,gömlek,"['gömlek', 'klasik', 'yaka', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'gömlek', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'şık', 'tasarım', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'şık', 'tasarım']"
"Pantolon - lastikli deri görünümlü tercih edilerek üretilen bu pantolon, günlük kullanım için uygun, nefes alabilir kumaş ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, düğmeli model",mavi,pantolon,"['pantolon', 'lastikli', 'deri', 'görünümlü', 'tercih', 'edilerek', 'üretilen', 'pantolon', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model']"
"Ceket - astar detaylı Yeni sezonun favori parçalarından biri olan bu ceket, saten kumaşı sayesinde esnek yapı, rahat kalıp ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, rahat kalıp, kolay ütülenir",pembe,ceket,"['ceket', 'astar', 'detaylı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'ceket', 'saten', 'kumaşı', 'sayesinde', 'esnek', 'yapı', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'rahat', 'kalıp', 'kolay', 'ütülenir']"
"Ceket - düğmeli Ceket modeli, %100 pamuk kumaştan üretilmiş olup düğmeli model, çift cepli, rahat kalıp ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, çift cepli, rahat kalıp, şık tasarım",lacivert,ceket,"['ceket', 'düğmeli', 'ceket', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'düğmeli', 'model', 'çift', 'cepli', 'rahat', 'kalıp', 'şık', 'tasarım', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'çift', 'cepli', 'rahat', 'kalıp', 'şık', 'tasarım']"
"Pantolon - yüksek bel kot kumaş tercih edilerek üretilen bu pantolon, yumuşak doku, çift cepli, esnek yapı ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, çift cepli, esnek yapı, günlük kullanım için uygun",siyah,pantolon,"['pantolon', 'yüksek', 'bel', 'kot', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'pantolon', 'yumuşak', 'doku', 'çift', 'cepli', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'çift', 'cepli', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun']"
"Çanta - kapitoneli kot kumaş tercih edilerek üretilen bu çanta, şık tasarım, esnek yapı ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, esnek yapı, kolay ütülenir",pembe,çanta,"['çanta', 'kapitoneli', 'kot', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'çanta', 'şık', 'tasarım', 'esnek', 'yapı', 'kolay', 'ütülenir', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'esnek', 'yapı', 'kolay', 'ütülenir']"
"T-shirt - bisiklet yaka Yeni sezonun favori parçalarından biri olan bu t-shirt, viskon kumaşı sayesinde rahat kalıp, kolay ütülenir ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, kolay ütülenir, esnek yapı",lacivert,t-shirt,"['tshirt', 'bisiklet', 'yaka', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'tshirt', 'viskon', 'kumaşı', 'sayesinde', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'esnek', 'yapı']"
"Gömlek - uzun kollu örme kumaş tercih edilerek üretilen bu gömlek, nefes alabilir kumaş ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model",bej,gömlek,"['gömlek', 'uzun', 'kollu', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'gömlek', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model']"
"Gömlek - klasik yaka örme kumaş tercih edilerek üretilen bu gömlek, esnek yapı, nefes alabilir kumaş ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, düğmeli model",kırmızı,gömlek,"['gömlek', 'klasik', 'yaka', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'gömlek', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model']"
"Gömlek - uzun kollu Gömlek modeli, kot kumaş kumaştan üretilmiş olup günlük kullanım için uygun, rahat kalıp, esnek yapı ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp, esnek yapı, nefes alabilir kumaş",lacivert,gömlek,"['gömlek', 'uzun', 'kollu', 'gömlek', 'modeli', 'kot', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş']"
"Hırka - örgü Hırka modeli, viskon kumaştan üretilmiş olup düğmeli model, nefes alabilir kumaş, kolay ütülenir ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, kolay ütülenir, çift cepli",mor,hırka,"['hırka', 'örgü', 'hırka', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'çift', 'cepli']"
"T-shirt - oversize Yeni sezonun favori parçalarından biri olan bu t-shirt, likralı kumaş kumaşı sayesinde nefes alabilir kumaş ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model",yeşil,t-shirt,"['tshirt', 'oversize', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'tshirt', 'likralı', 'kumaş', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model']"
"Hırka - uzun Bu özel tasarım hırka, kot kumaş yapısıyla düğmeli model ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, çift cepli",gri,hırka,"['hırka', 'uzun', 'özel', 'tasarım', 'hırka', 'kot', 'kumaş', 'yapısıyla', 'düğmeli', 'model', 'çift', 'cepli', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'çift', 'cepli']"
"Hırka - örgü Hırka modeli, saten kumaştan üretilmiş olup esnek yapı, yumuşak doku, düğmeli model ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, yumuşak doku, düğmeli model, nefes alabilir kumaş",yeşil,hırka,"['hırka', 'örgü', 'hırka', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'esnek', 'yapı', 'yumuşak', 'doku', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'yumuşak', 'doku', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş']"
"Gömlek - uzun kollu Yeni sezonun favori parçalarından biri olan bu gömlek, deri görünümlü kumaşı sayesinde yumuşak doku, şık tasarım ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, şık tasarım, günlük kullanım için uygun",yeşil,gömlek,"['gömlek', 'uzun', 'kollu', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'gömlek', 'deri', 'görünümlü', 'kumaşı', 'sayesinde', 'yumuşak', 'doku', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun']"
"Sweatshirt - baskılı Yeni sezonun favori parçalarından biri olan bu sweatshirt, saten kumaşı sayesinde günlük kullanım için uygun, çift cepli ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, nefes alabilir kumaş",beyaz,sweatshirt,"['sweatshirt', 'baskılı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'saten', 'kumaşı', 'sayesinde', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'nefes', 'alabilir', 'kumaş']"
"Sweatshirt - oversize Sweatshirt modeli, deri görünümlü kumaştan üretilmiş olup yumuşak doku, nefes alabilir kumaş, düğmeli model ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, düğmeli model, kolay ütülenir",lacivert,sweatshirt,"['sweatshirt', 'oversize', 'sweatshirt', 'modeli', 'deri', 'görünümlü', 'kumaştan', 'üretilmiş', 'olup', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'kolay', 'ütülenir', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'kolay', 'ütülenir']"
"Sweatshirt - kapüşonlu Yeni sezonun favori parçalarından biri olan bu sweatshirt, %100 pamuk kumaşı sayesinde kolay ütülenir ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, çift cepli",pembe,sweatshirt,"['sweatshirt', 'kapüşonlu', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'pamuk', 'kumaşı', 'sayesinde', 'kolay', 'ütülenir', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'çift', 'cepli']"
"Hırka - örgü Yeni sezonun favori parçalarından biri olan bu hırka, saten kumaşı sayesinde nefes alabilir kumaş, yumuşak doku, günlük kullanım için uygun ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, günlük kullanım için uygun, rahat kalıp",gri,hırka,"['hırka', 'örgü', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'hırka', 'saten', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp']"
"Ceket - astar detaylı viskon tercih edilerek üretilen bu ceket, yumuşak doku ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, düğmeli model",lacivert,ceket,"['ceket', 'astar', 'detaylı', 'viskon', 'tercih', 'edilerek', 'üretilen', 'ceket', 'yumuşak', 'doku', 'düğmeli', 'model', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Pantolon - lastikli Pantolon modeli, kot kumaş kumaştan üretilmiş olup çift cepli, rahat kalıp ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, rahat kalıp, düğmeli model",lacivert,pantolon,"['pantolon', 'lastikli', 'pantolon', 'modeli', 'kot', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'çift', 'cepli', 'rahat', 'kalıp', 'düğmeli', 'model', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'rahat', 'kalıp', 'düğmeli', 'model']"
"Elbise - dantel detaylı saten tercih edilerek üretilen bu elbise, çift cepli ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, yumuşak doku",gri,elbise,"['elbise', 'dantel', 'detaylı', 'saten', 'tercih', 'edilerek', 'üretilen', 'elbise', 'çift', 'cepli', 'yumuşak', 'doku', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'yumuşak', 'doku']"
"Hırka - cepli Yeni sezonun favori parçalarından biri olan bu hırka, polyester kumaşı sayesinde rahat kalıp ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, kolay ütülenir",beyaz,hırka,"['hırka', 'cepli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'hırka', 'polyester', 'kumaşı', 'sayesinde', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'kolay', 'ütülenir']"
"Etek - pileli Yeni sezonun favori parçalarından biri olan bu etek, %100 pamuk kumaşı sayesinde günlük kullanım için uygun, düğmeli model ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model, rahat kalıp",mor,etek,"['etek', 'pileli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'pamuk', 'kumaşı', 'sayesinde', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'rahat', 'kalıp']"
