description,color,category
"Hırka - örgü Bu özel tasarım hırka, deri görünümlü yapısıyla rahat kalıp, şık tasarım, yumuşak doku ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, şık tasarım, yumuşak doku, esnek yapı",lacivert,hırka
"Pantolon - yüksek bel Her gardıropta olması gereken bu pantolon, viskon içeriğiyle rahat kalıp ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş",beyaz,pantolon
"Ceket - düğmeli Yeni sezonun favori parçalarından biri olan bu ceket, viskon kumaşı sayesinde çift cepli ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, esnek yapı",yeşil,ceket
"T-shirt - oversize T-shirt modeli, viskon kumaştan üretilmiş olup rahat kalıp ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun",mavi,t-shirt
"Gömlek - klasik yaka kot kumaş tercih edilerek üretilen bu gömlek, esnek yapı ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",pembe,gömlek
"Hırka - örgü Hırka modeli, kot kumaş kumaştan üretilmiş olup nefes alabilir kumaş, esnek yapı ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, günlük kullanım için uygun",mavi,hırka
"Ceket - cepli deri görünümlü tercih edilerek üretilen bu ceket, yumuşak doku ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, çift cepli",pembe,ceket
"Gömlek - klasik yaka Gömlek modeli, saten kumaştan üretilmiş olup düğmeli model, nefes alabilir kumaş, kolay ütülenir ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, kolay ütülenir, esnek yapı",lacivert,gömlek
"Sweatshirt - fermuarlı Sweatshirt modeli, viskon kumaştan üretilmiş olup kolay ütülenir, esnek yapı ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, esnek yapı, rahat kalıp",beyaz,sweatshirt
"Elbise - dantel detaylı Yeni sezonun favori parçalarından biri olan bu elbise, örme kumaş kumaşı sayesinde çift cepli, yumuşak doku ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, yumuşak doku, kolay ütülenir",beyaz,elbise
"Hırka - uzun Hırka modeli, saten kumaştan üretilmiş olup şık tasarım, günlük kullanım için uygun, kolay ütülenir ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, kolay ütülenir, rahat kalıp",lacivert,hırka
"Gömlek - slim fit Yeni sezonun favori parçalarından biri olan bu gömlek, likralı kumaş kumaşı sayesinde kolay ütülenir ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun",bej,gömlek
"Elbise - dantel detaylı Elbise modeli, kot kumaş kumaştan üretilmiş olup yumuşak doku, düğmeli model, günlük kullanım için uygun ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş",yeşil,elbise
"Sweatshirt - kapüşonlu kot kumaş tercih edilerek üretilen bu sweatshirt, şık tasarım, günlük kullanım için uygun, esnek yapı ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, esnek yapı, nefes alabilir kumaş",kırmızı,sweatshirt
"Gömlek - slim fit likralı kumaş tercih edilerek üretilen bu gömlek, düğmeli model, yumuşak doku ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, yumuşak doku, rahat kalıp",pembe,gömlek
"Çanta - kapitoneli %100 pamuk tercih edilerek üretilen bu çanta, nefes alabilir kumaş, günlük kullanım için uygun, rahat kalıp ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, rahat kalıp, esnek yapı",siyah,çanta
"Pantolon - lastikli Her gardıropta olması gereken bu pantolon, örme kumaş içeriğiyle nefes alabilir kumaş ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun",gri,pantolon
"Pantolon - yüksek bel örme kumaş tercih edilerek üretilen bu pantolon, rahat kalıp ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun",gri,pantolon
"Etek - mini likralı kumaş tercih edilerek üretilen bu etek, rahat kalıp, nefes alabilir kumaş ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, şık tasarım",yeşil,etek
"Pantolon - dar paça Bu özel tasarım pantolon, viskon yapısıyla yumuşak doku ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, şık tasarım",beyaz,pantolon
"Etek - kalem Yeni sezonun favori parçalarından biri olan bu etek, deri görünümlü kumaşı sayesinde yumuşak doku, kolay ütülenir, çift cepli ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, kolay ütülenir, çift cepli, şık tasarım",mavi,etek
"Gömlek - düğmeli Bu özel tasarım gömlek, polyester yapısıyla nefes alabilir kumaş, kolay ütülenir, günlük kullanım için uygun ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, kolay ütülenir, günlük kullanım için uygun, çift cepli",siyah,gömlek
"Bluz - volanlı Her gardıropta olması gereken bu bluz, viskon içeriğiyle nefes alabilir kumaş, çift cepli ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli, rahat kalıp",siyah,bluz
"Sweatshirt - baskılı Bu özel tasarım sweatshirt, kot kumaş yapısıyla düğmeli model, günlük kullanım için uygun, çift cepli ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, çift cepli, kolay ütülenir",pembe,sweatshirt
"Ceket - düğmeli viskon tercih edilerek üretilen bu ceket, nefes alabilir kumaş, rahat kalıp ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, günlük kullanım için uygun",beyaz,ceket
"T-shirt - baskılı saten tercih edilerek üretilen bu t-shirt, kolay ütülenir, şık tasarım ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, şık tasarım, düğmeli model",lacivert,t-shirt
"Gömlek - klasik yaka deri görünümlü tercih edilerek üretilen bu gömlek, nefes alabilir kumaş, kolay ütülenir, yumuşak doku ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, kolay ütülenir, yumuşak doku, esnek yapı",beyaz,gömlek
"Gömlek - uzun kollu Gömlek modeli, deri görünümlü kumaştan üretilmiş olup çift cepli ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş",siyah,gömlek
"Etek - mini Bu özel tasarım etek, deri görünümlü yapısıyla çift cepli, nefes alabilir kumaş, günlük kullanım için uygun ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş, günlük kullanım için uygun, kolay ütülenir",pembe,etek
"T-shirt - baskılı Her gardıropta olması gereken bu t-shirt, likralı kumaş içeriğiyle günlük kullanım için uygun ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model",mor,t-shirt
"Hırka - cepli Her gardıropta olması gereken bu hırka, kot kumaş içeriğiyle kolay ütülenir ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, şık tasarım",mor,hırka
"T-shirt - bisiklet yaka örme kumaş tercih edilerek üretilen bu t-shirt, kolay ütülenir, günlük kullanım için uygun, rahat kalıp ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, rahat kalıp, esnek yapı",mor,t-shirt
"Pantolon - rahat kesim Bu özel tasarım pantolon, likralı kumaş yapısıyla düğmeli model, çift cepli ve şık tasarım. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, çift cepli, şık tasarım",siyah,pantolon
"Çanta - omuz çantası kot kumaş tercih edilerek üretilen bu çanta, nefes alabilir kumaş, günlük kullanım için uygun, rahat kalıp ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, rahat kalıp, kolay ütülenir",siyah,çanta
"Hırka - cepli Bu özel tasarım hırka, likralı kumaş yapısıyla esnek yapı, nefes alabilir kumaş ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, kolay ütülenir",gri,hırka
"Elbise - uzun saten tercih edilerek üretilen bu elbise, kolay ütülenir ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, çift cepli",bej,elbise
"Ceket - düğmeli Her gardıropta olması gereken bu ceket, polyester içeriğiyle şık tasarım ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, düğmeli model",yeşil,ceket
"Pantolon - dar paça Her gardıropta olması gereken bu pantolon, likralı kumaş içeriğiyle rahat kalıp, nefes alabilir kumaş, esnek yapı ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, esnek yapı, çift cepli",mor,pantolon
"T-shirt - basic T-shirt modeli, %100 pamuk kumaştan üretilmiş olup şık tasarım ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun",yeşil,t-shirt
"Elbise - uzun Elbise modeli, %100 pamuk kumaştan üretilmiş olup şık tasarım, çift cepli ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, çift cepli, günlük kullanım için uygun",bej,elbise
"Etek - pileli Her gardıropta olması gereken bu etek, kot kumaş içeriğiyle nefes alabilir kumaş, kolay ütülenir, düğmeli model ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, kolay ütülenir, düğmeli model, şık tasarım",beyaz,etek
"Sweatshirt - oversize Yeni sezonun favori parçalarından biri olan bu sweatshirt, örme kumaş kumaşı sayesinde rahat kalıp ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun",lacivert,sweatshirt
"Bluz - dantel detaylı Yeni sezonun favori parçalarından biri olan bu bluz, kot kumaş kumaşı sayesinde düğmeli model ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun",kırmızı,bluz
"Pantolon - yüksek bel Her gardıropta olması gereken bu pantolon, likralı kumaş içeriğiyle günlük kullanım için uygun, çift cepli, esnek yapı ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, esnek yapı, nefes alabilir kumaş",mavi,pantolon
"Bluz - volanlı kot kumaş tercih edilerek üretilen bu bluz, şık tasarım, yumuşak doku ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, yumuşak doku, düğmeli model",siyah,bluz
"T-shirt - basic kot kumaş tercih edilerek üretilen bu t-shirt, günlük kullanım için uygun, çift cepli ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, düğmeli model",yeşil,t-shirt
"Hırka - cepli Bu özel tasarım hırka, polyester yapısıyla kolay ütülenir, yumuşak doku, nefes alabilir kumaş ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, yumuşak doku, nefes alabilir kumaş, düğmeli model",yeşil,hırka
"Hırka - uzun deri görünümlü tercih edilerek üretilen bu hırka, esnek yapı, günlük kullanım için uygun, kolay ütülenir ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, kolay ütülenir, çift cepli",gri,hırka
"Bluz - volanlı polyester tercih edilerek üretilen bu bluz, esnek yapı ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",mavi,bluz
"Pantolon - lastikli Yeni sezonun favori parçalarından biri olan bu pantolon, kot kumaş kumaşı sayesinde esnek yapı, yumuşak doku, çift cepli ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, yumuşak doku, çift cepli, şık tasarım",kırmızı,pantolon
"Elbise - v yaka Bu özel tasarım elbise, %100 pamuk yapısıyla esnek yapı, rahat kalıp, yumuşak doku ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, rahat kalıp, yumuşak doku, kolay ütülenir",beyaz,elbise
"T-shirt - baskılı Yeni sezonun favori parçalarından biri olan bu t-shirt, deri görünümlü kumaşı sayesinde şık tasarım ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun",mavi,t-shirt
"Ceket - astar detaylı Her gardıropta olması gereken bu ceket, saten içeriğiyle çift cepli ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: çift cepli, yumuşak doku",siyah,ceket
"Gömlek - klasik yaka Her gardıropta olması gereken bu gömlek, kot kumaş içeriğiyle nefes alabilir kumaş, esnek yapı ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, düğmeli model",gri,gömlek
"Sweatshirt - kapüşonlu Sweatshirt modeli, örme kumaş kumaştan üretilmiş olup çift cepli, rahat kalıp, nefes alabilir kumaş ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, rahat kalıp, nefes alabilir kumaş, yumuşak doku",bej,sweatshirt
"T-shirt - oversize Her gardıropta olması gereken bu t-shirt, likralı kumaş içeriğiyle günlük kullanım için uygun, nefes alabilir kumaş, rahat kalıp ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, rahat kalıp, düğmeli model",beyaz,t-shirt
"T-shirt - oversize T-shirt modeli, %100 pamuk kumaştan üretilmiş olup yumuşak doku ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun",mor,t-shirt
"T-shirt - basic Yeni sezonun favori parçalarından biri olan bu t-shirt, saten kumaşı sayesinde nefes alabilir kumaş ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun",yeşil,t-shirt
"T-shirt - baskılı Yeni sezonun favori parçalarından biri olan bu t-shirt, viskon kumaşı sayesinde şık tasarım, günlük kullanım için uygun ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, düğmeli model",mavi,t-shirt
